"iso3num_o","iso3num_d","year","iso3_o","iso3_d","distw_harmonic","contig","comcol","comlang_off","gdp_o","gdp_d","gdpcap_o","gdpcap_d","fta_wto","tradeflow_baci"
533,414,2019,"ABW","KWT",11918,0,0,0,3310055.866,136196760.181,31.1359996795654,32.3730010986328,0,128.267
533,422,2019,"ABW","LBN",10632,0,0,0,3310055.866,51605959.131,31.1359996795654,7.52699995040894,0,11.386
533,662,2019,"ABW","LCA",993,0,0,0,3310055.866,2118791.548,31.1359996795654,11.5909996032715,0,2.087
533,144,2019,"ABW","LKA",16060,0,0,0,3310055.866,83902574.443,31.1359996795654,3.84800004959106,0,0.105
533,442,2019,"ABW","LUX",7961,0,0,0,3310055.866,70195715.496,31.1359996795654,113.21900177002,1,184.005
533,484,2019,"ABW","MEX",3343,0,0,1,3310055.866,1269404276.771,31.1359996795654,9.94999980926514,0,671.948
533,499,2019,"ABW","MNE",9024,0,0,0,3310055.866,5542201.151,31.1359996795654,8.90999984741211,0,0.107
533,496,2019,"ABW","MNG",13304,0,0,0,3310055.866,14206359.007,31.1359996795654,4.40500020980835,0,0.088
533,508,2019,"ABW","MOZ",11978,0,0,0,3310055.866,15390031.04,31.1359996795654,0.507000029087067,0,26.755
533,480,2019,"ABW","MUS",14385,0,0,0,3310055.866,14045808.843,31.1359996795654,11.0970001220703,0,6.008
533,458,2019,"ABW","MYS",18043,0,0,0,3310055.866,365276379.481,31.1359996795654,11.4329996109009,0,45462.91
533,566,2019,"ABW","NGA",8309,0,0,0,3310055.866,448120428.859,31.1359996795654,2.23000001907349,0,1.024
533,528,2019,"ABW","NLD",7879,0,0,1,3310055.866,910194347.569,31.1359996795654,52.476001739502,1,5173.12
533,578,2019,"ABW","NOR",8296,0,0,0,3310055.866,404941363.636,31.1359996795654,75.7200012207031,0,24.967
533,524,2019,"ABW","NPL",14800,0,0,0,3310055.866,34186190.996,31.1359996795654,1.19500005245209,0,0.666
533,554,2019,"ABW","NZL",13081,0,0,0,3310055.866,213434571.358,31.1359996795654,42.8650016784668,0,0.891
533,586,2019,"ABW","PAK",13754,0,0,0,3310055.866,320909489.23,31.1359996795654,1.48199999332428,0,212.753
533,591,2019,"ABW","PAN",1109,0,0,1,3310055.866,66984427.2,31.1359996795654,15.7740001678467,0,9.159
533,604,2019,"ABW","PER",2742,0,0,1,3310055.866,228323495.041,31.1359996795654,7.02299976348877,0,25.564
533,608,2019,"ABW","PHL",16897,0,0,0,3310055.866,376823278.561,31.1359996795654,3.48499989509583,0,0.156
533,616,2019,"ABW","POL",8866,0,0,0,3310055.866,597280564.672,31.1359996795654,15.7320003509521,1,0.528
533,620,2019,"ABW","PRT",6657,0,0,0,3310055.866,239986922.639,31.1359996795654,23.3309993743896,1,1.398
533,258,2019,"ABW","PYF",9349,0,0,0,3310055.866,6008055.248,31.1359996795654,21.511999130249,0,0.14
533,643,2019,"ABW","RUS",10517,0,0,0,3310055.866,1693113904.263,31.1359996795654,11.7250003814697,0,0.526
533,646,2019,"ABW","RWA",11160,0,0,0,3310055.866,10356327.149,31.1359996795654,0.819999992847443,0,0.074
533,682,2019,"ABW","SAU",11748,0,0,0,3310055.866,803616264.791,31.1359996795654,23.451000213623,0,272.516
533,702,2019,"ABW","SGP",18338,0,0,0,3310055.866,375472731.271,31.1359996795654,65.8310012817383,0,49.778
533,222,2019,"ABW","SLV",2081,0,0,1,3310055.866,26896660,31.1359996795654,4.16800022125244,0,4.291
533,740,2019,"ABW","SUR",1790,0,1,1,3310055.866,3984483.762,31.1359996795654,6.85400009155273,0,324.568
533,703,2019,"ABW","SVK",8771,0,0,0,3310055.866,105284375.641,31.1359996795654,19.3040008544922,1,7.589
533,705,2019,"ABW","SVN",8598,0,0,0,3310055.866,54178877.606,31.1359996795654,25.943000793457,1,59.833
533,752,2019,"ABW","SWE",8588,0,0,0,3310055.866,533879529.188,31.1359996795654,51.9389991760254,1,48.388
533,690,2019,"ABW","SYC",13981,0,0,0,3310055.866,1684228.529,31.1359996795654,17.2520008087158,0,1.365
533,764,2019,"ABW","THA",16883,0,0,0,3310055.866,544081056.185,31.1359996795654,7.81400012969971,0,1552.324
533,158,2019,"ABW","TWN",15728,0,0,0,3310055.866,610872000,31.1359996795654,25.8889999389648,0,542.05
533,840,2019,"ABW","USA",3449,0,0,0,3310055.866,21372572437,31.1359996795654,65.0950012207031,0,10126.691
533,670,2019,"ABW","VCT",958,0,0,0,3310055.866,910149.699,31.1359996795654,8.22999954223633,0,7.007
533,887,2019,"ABW","YEM",12218,0,0,0,3310055.866,21887614.217,31.1359996795654,0.750999987125397,0,256.181
533,710,2019,"ABW","ZAF",11321,0,0,0,3310055.866,387934574.098,31.1359996795654,6.625,0,33.086
4,24,2019,"AFG","AGO",7517,0,0,0,18799450.743,69309104.807,0.493999987840652,2.17799997329712,0,2.716
4,784,2019,"AFG","ARE",1603,0,0,0,18799450.743,417215559.513,0.493999987840652,42.701000213623,0,1014691.013
4,32,2019,"AFG","ARG",15283,0,0,0,18799450.743,452818426.183,0.493999987840652,10.076000213623,0,26.642
4,51,2019,"AFG","ARM",2163,0,0,0,18799450.743,13619291.361,0.493999987840652,4.60500001907349,0,4.958
4,28,2019,"AFG","ATG",12226,0,0,0,18799450.743,1687533.333,0.493999987840652,17.3770008087158,0,0.483
4,36,2019,"AFG","AUS",10960,0,0,0,18799450.743,1391952510.37,0.493999987840652,54.875,0,1983.319
4,40,2019,"AFG","AUT",4490,0,0,0,18799450.743,445011872.704,0.493999987840652,50.1139984130859,0,1515.439
4,31,2019,"AFG","AZE",1754,0,0,0,18799450.743,48174235.294,0.493999987840652,4.80600023269653,0,107.525
4,56,2019,"AFG","BEL",5335,0,0,0,18799450.743,535376258.147,0.493999987840652,46.5989990234375,0,3235.012
4,854,2019,"AFG","BFA",7455,0,0,0,18799450.743,16178162.03,0.493999987840652,0.796000003814697,0,9.741
4,50,2019,"AFG","BGD",2485,0,0,0,18799450.743,351238438.543,0.493999987840652,2.15400004386902,0,312.758
4,100,2019,"AFG","BGR",3860,0,0,0,18799450.743,68915416.142,0.493999987840652,9.87899971008301,0,108.474
4,48,2019,"AFG","BHR",1889,0,0,0,18799450.743,38653318.085,0.493999987840652,23.5520000457764,0,680.625
4,70,2019,"AFG","BIH",4348,0,0,0,18799450.743,20201323.283,0.493999987840652,6.11999988555908,0,2.67
4,112,2019,"AFG","BLR",3783,0,0,0,18799450.743,64409647.194,0.493999987840652,6.83799982070923,0,51.984
4,68,2019,"AFG","BOL",15083,0,0,0,18799450.743,40895322.851,0.493999987840652,3.55200004577637,0,4.662
4,76,2019,"AFG","BRA",13196,0,0,0,18799450.743,1873288158.977,0.493999987840652,8.87600040435791,0,467.425
4,52,2019,"AFG","BRB",12385,0,0,0,18799450.743,5304164.323,0.493999987840652,18.4799995422363,0,7.053
4,96,2019,"AFG","BRN",5821,0,0,0,18799450.743,13469422.959,0.493999987840652,31.0860004425049,0,1.964
4,72,2019,"AFG","BWA",7909,0,0,0,18799450.743,16695925.027,0.493999987840652,7.24700021743774,0,0.521
4,140,2019,"AFG","CAF",6082,0,0,0,18799450.743,2221301.401,0.493999987840652,0.467999994754791,0,136.219
4,124,2019,"AFG","CAN",10559,0,0,0,18799450.743,1742015045.482,0.493999987840652,46.3289985656738,0,3788.847
4,756,2019,"AFG","CHE",5157,0,0,0,18799450.743,731767398.053,0.493999987840652,85.3349990844727,0,2251.246
4,152,2019,"AFG","CHL",16251,0,0,0,18799450.743,278584733.103,0.493999987840652,14.6990003585815,0,1.486
4,156,2019,"AFG","CHN",4302,1,0,0,18799450.743,14279937500.608,0.493999987840652,10.1440000534058,0,37857.276
4,384,2019,"AFG","CIV",8025,0,0,0,18799450.743,58539424.93,0.493999987840652,2.27600002288818,0,30.013
4,180,2019,"AFG","COD",6642,0,0,0,18799450.743,51775830.726,0.493999987840652,0.597000002861023,0,109.757
4,178,2019,"AFG","COG",7090,0,0,0,18799450.743,12750338.736,0.493999987840652,2.36999988555908,0,1.054
4,170,2019,"AFG","COL",14077,0,0,0,18799450.743,323109543.324,0.493999987840652,6.41900014877319,0,55.382
4,174,2019,"AFG","COM",5738,0,0,0,18799450.743,1195019.559,0.493999987840652,1.40400004386902,0,0.563
4,188,2019,"AFG","CRI",14283,0,0,0,18799450.743,64417670.083,0.493999987840652,12.7620000839233,0,11.03
4,196,2019,"AFG","CYP",3149,0,0,0,18799450.743,25758357.775,0.493999987840652,21.4909992218018,0,621.802
4,203,2019,"AFG","CZE",4597,0,0,0,18799450.743,252498032.247,0.493999987840652,23.6599998474121,0,236.177
4,276,2019,"AFG","DEU",4941,0,0,0,18799450.743,3888326788.627,0.493999987840652,46.7949981689453,0,20437.107
4,208,2019,"AFG","DNK",4796,0,0,0,18799450.743,347561349.211,0.493999987840652,59.7760009765625,0,15568.684
4,214,2019,"AFG","DOM",12649,0,0,0,18799450.743,88941299.734,0.493999987840652,8.2819995880127,0,126.481
4,218,2019,"AFG","ECU",15031,0,0,0,18799450.743,108108009,0.493999987840652,6.22300004959106,0,43.834
4,818,2019,"AFG","EGY",3484,0,0,0,18799450.743,303080865.604,0.493999987840652,3.01900005340576,0,1008.176
4,724,2019,"AFG","ESP",6051,0,0,0,18799450.743,1393046093.137,0.493999987840652,29.5540008544922,0,1787.764
4,233,2019,"AFG","EST",4188,0,0,0,18799450.743,31045591.753,0.493999987840652,23.3980007171631,0,6.258
4,231,2019,"AFG","ETH",4033,0,0,0,18799450.743,95912590.628,0.493999987840652,0.856000006198883,0,23.69
4,246,2019,"AFG","FIN",4233,0,0,0,18799450.743,268508200.125,0.493999987840652,48.6290016174316,0,1731.755
4,242,2019,"AFG","FJI",12973,0,0,0,18799450.743,5496264.766,0.493999987840652,6.17600011825562,0,1.614
4,250,2019,"AFG","FRA",5494,0,0,0,18799450.743,2728870246.706,0.493999987840652,40.5789985656738,0,5488.491
4,826,2019,"AFG","GBR",5725,0,0,0,18799450.743,2878673912.414,0.493999987840652,43.0699996948242,0,5115.322
4,268,2019,"AFG","GEO",2173,0,0,0,18799450.743,17470436.259,0.493999987840652,4.69600009918213,0,52.593
4,288,2019,"AFG","GHA",7699,0,0,0,18799450.743,68337537.816,0.493999987840652,2.24699997901917,0,85.728
4,300,2019,"AFG","GRC",3967,0,0,0,18799450.743,205144152.831,0.493999987840652,19.1340007781982,0,1016.76
4,308,2019,"AFG","GRD",12629,0,0,0,18799450.743,1213485.185,0.493999987840652,10.8339996337891,0,0.263
4,320,2019,"AFG","GTM",14121,0,0,0,18799450.743,77020015.201,0.493999987840652,4.63899993896484,0,165.26
4,344,2019,"AFG","HKG",4669,0,0,0,18799450.743,363052489.184,0.493999987840652,48.3559989929199,0,280.246
4,340,2019,"AFG","HND",13991,0,0,0,18799450.743,25089976.947,0.493999987840652,2.57399988174438,0,4.517
4,191,2019,"AFG","HRV",4524,0,0,0,18799450.743,62246206.341,0.493999987840652,15.3120002746582,0,0.028
4,348,2019,"AFG","HUN",4288,0,0,0,18799450.743,163526491.433,0.493999987840652,16.7360000610352,0,255.528
4,360,2019,"AFG","IDN",6031,0,0,0,18799450.743,1119099868.265,0.493999987840652,4.13500022888184,0,346.25
4,356,2019,"AFG","IND",1647,0,0,0,18799450.743,2831552222.52,0.493999987840652,2.07200002670288,0,608039.016
4,372,2019,"AFG","IRL",6023,0,0,0,18799450.743,399122063.504,0.493999987840652,80.8870010375977,0,537.108
4,364,2019,"AFG","IRN",1392,1,0,1,18799450.743,291362916.336,0.493999987840652,3.51399993896484,0,14808.362
4,368,2019,"AFG","IRQ",2141,0,0,0,18799450.743,233636097.8,0.493999987840652,5.94299983978271,0,14227.057
4,352,2019,"AFG","ISL",6617,0,0,0,18799450.743,24857740.445,0.493999987840652,68.9410018920898,0,8.746
4,376,2019,"AFG","ISR",3077,0,0,0,18799450.743,397934596.953,0.493999987840652,43.951000213623,0,258.456
4,380,2019,"AFG","ITA",4893,0,0,0,18799450.743,2011285742.552,0.493999987840652,33.6730003356934,0,4154.23
4,388,2019,"AFG","JAM",13115,0,0,0,18799450.743,15830768.55,0.493999987840652,5.36899995803833,0,311.787
4,400,2019,"AFG","JOR",2978,0,0,0,18799450.743,44502895.915,0.493999987840652,4.40500020980835,0,10757.1
4,392,2019,"AFG","JPN",6173,0,0,0,18799450.743,5123318151.511,0.493999987840652,40.4580001831055,0,809.626
4,398,2019,"AFG","KAZ",1372,0,0,0,18799450.743,181667190.076,0.493999987840652,9.8129997253418,0,3032.952
4,404,2019,"AFG","KEN",5129,0,0,0,18799450.743,100379713.697,0.493999987840652,1.90900003910065,0,26.143
4,417,2019,"AFG","KGZ",1085,0,0,0,18799450.743,8871026.074,0.493999987840652,1.37399995326996,0,199.793
4,116,2019,"AFG","KHM",4504,0,0,0,18799450.743,27089389.787,0.493999987840652,1.64300000667572,0,45.694
4,410,2019,"AFG","KOR",5296,0,0,0,18799450.743,1651422932.448,0.493999987840652,31.9020004272461,0,87.36
4,414,2019,"AFG","KWT",1956,0,0,0,18799450.743,136196760.181,0.493999987840652,32.3730010986328,0,587.905
4,422,2019,"AFG","LBN",2979,0,0,0,18799450.743,51605959.131,0.493999987840652,7.52699995040894,0,1949.61
4,662,2019,"AFG","LCA",12416,0,0,0,18799450.743,2118791.548,0.493999987840652,11.5909996032715,0,0.558
4,144,2019,"AFG","LKA",3279,0,0,0,18799450.743,83902574.443,0.493999987840652,3.84800004959106,0,71.659
4,440,2019,"AFG","LTU",3982,0,0,0,18799450.743,54697379.017,0.493999987840652,19.576000213623,0,6.984
4,442,2019,"AFG","LUX",5232,0,0,0,18799450.743,70195715.496,0.493999987840652,113.21900177002,0,24.366
4,428,2019,"AFG","LVA",4127,0,0,0,18799450.743,34308783.825,0.493999987840652,17.9270000457764,0,0.222
4,504,2019,"AFG","MAR",6736,0,0,0,18799450.743,119870439.114,0.493999987840652,3.28699994087219,0,479.916
4,450,2019,"AFG","MDG",6286,0,0,0,18799450.743,14191911.512,0.493999987840652,0.526000022888184,0,0.939
4,462,2019,"AFG","MDV",3400,0,0,0,18799450.743,5607762.625,0.493999987840652,10.5620002746582,0,96.368
4,484,2019,"AFG","MEX",13639,0,0,0,18799450.743,1269404276.771,0.493999987840652,9.94999980926514,0,1758.429
4,807,2019,"AFG","MKD",4110,0,0,0,18799450.743,12606338.449,0.493999987840652,6.07000017166138,0,0.199
4,466,2019,"AFG","MLI",7935,0,0,0,18799450.743,17280250.805,0.493999987840652,0.879000008106232,0,97.326
4,470,2019,"AFG","MLT",4812,0,0,0,18799450.743,15719500.921,0.493999987840652,31.1860008239746,0,1.96
4,104,2019,"AFG","MMR",3321,0,0,0,18799450.743,68697759.361,0.493999987840652,1.27100002765656,0,1630.809
4,499,2019,"AFG","MNE",4285,0,0,0,18799450.743,5542201.151,0.493999987840652,8.90999984741211,0,0.52
4,508,2019,"AFG","MOZ",7158,0,0,0,18799450.743,15390031.04,0.493999987840652,0.507000029087067,0,701.795
4,454,2019,"AFG","MWI",6512,0,0,0,18799450.743,11025370.769,0.493999987840652,0.592000007629395,0,0.335
4,458,2019,"AFG","MYS",4999,0,0,0,18799450.743,365276379.481,0.493999987840652,11.4329996109009,0,131.928
4,516,2019,"AFG","NAM",8294,0,0,0,18799450.743,12543203.411,0.493999987840652,5.02799987792969,0,12.755
4,562,2019,"AFG","NER",6796,0,0,0,18799450.743,12916455.161,0.493999987840652,0.554000020027161,0,31.73
4,566,2019,"AFG","NGA",6970,0,0,0,18799450.743,448120428.859,0.493999987840652,2.23000001907349,0,215.153
4,558,2019,"AFG","NIC",14180,0,0,0,18799450.743,12596636.042,0.493999987840652,1.92400002479553,0,1.464
4,528,2019,"AFG","NLD",5306,0,0,0,18799450.743,910194347.569,0.493999987840652,52.476001739502,0,4204.371
4,578,2019,"AFG","NOR",4961,0,0,0,18799450.743,404941363.636,0.493999987840652,75.7200012207031,0,188.64
4,524,2019,"AFG","NPL",1761,0,0,0,18799450.743,34186190.996,0.493999987840652,1.19500005245209,0,7.025
4,554,2019,"AFG","NZL",13592,0,0,0,18799450.743,213434571.358,0.493999987840652,42.8650016784668,0,65.548
4,512,2019,"AFG","OMN",1626,0,0,0,18799450.743,88060858.257,0.493999987840652,17.701000213623,0,7.474
4,586,2019,"AFG","PAK",648,1,0,0,18799450.743,320909489.23,0.493999987840652,1.48199999332428,0,607627.344
4,604,2019,"AFG","PER",15621,0,0,0,18799450.743,228323495.041,0.493999987840652,7.02299976348877,0,53.588
4,608,2019,"AFG","PHL",5890,0,0,0,18799450.743,376823278.561,0.493999987840652,3.48499989509583,0,91.528
4,616,2019,"AFG","POL",4314,0,0,0,18799450.743,597280564.672,0.493999987840652,15.7320003509521,0,1712.4
4,620,2019,"AFG","PRT",6666,0,0,0,18799450.743,239986922.639,0.493999987840652,23.3309993743896,0,17.207
4,258,2019,"AFG","PYF",15847,0,0,0,18799450.743,6008055.248,0.493999987840652,21.511999130249,0,11.808
4,634,2019,"AFG","QAT",1877,0,0,1,18799450.743,175837550.996,0.493999987840652,62.0880012512207,0,52.122
4,642,2019,"AFG","ROU",3779,0,0,0,18799450.743,249881592.298,0.493999987840652,12.8990001678467,0,361.499
4,643,2019,"AFG","RUS",2980,0,0,0,18799450.743,1693113904.263,0.493999987840652,11.7250003814697,0,5011.271
4,682,2019,"AFG","SAU",2557,0,0,0,18799450.743,803616264.791,0.493999987840652,23.451000213623,0,12872.649
4,686,2019,"AFG","SEN",8686,0,0,0,18799450.743,23398811.424,0.493999987840652,1.43599998950958,0,670.724
4,702,2019,"AFG","SGP",5221,0,0,0,18799450.743,375472731.271,0.493999987840652,65.8310012817383,0,863.163
4,222,2019,"AFG","SLV",14159,0,0,0,18799450.743,26896660,0.493999987840652,4.16800022125244,0,13.109
4,706,2019,"AFG","SOM",4103,0,0,0,18799450.743,6476674.592,0.493999987840652,0.418999999761581,0,75.467
4,688,2019,"AFG","SRB",4176,0,0,0,18799450.743,51514222.382,0.493999987840652,7.41699981689453,0,4.93
4,703,2019,"AFG","SVK",4435,0,0,0,18799450.743,105284375.641,0.493999987840652,19.3040008544922,0,66.883
4,705,2019,"AFG","SVN",4637,0,0,0,18799450.743,54178877.606,0.493999987840652,25.943000793457,0,4.795
4,752,2019,"AFG","SWE",4644,0,0,0,18799450.743,533879529.188,0.493999987840652,51.9389991760254,0,570.576
4,748,2019,"AFG","SWZ",7769,0,0,0,18799450.743,4466066.557,0.493999987840652,3.89000010490417,0,17.215
4,690,2019,"AFG","SYC",4521,0,0,0,18799450.743,1684228.529,0.493999987840652,17.2520008087158,0,143.572
4,764,2019,"AFG","THA",3977,0,0,0,18799450.743,544081056.185,0.493999987840652,7.81400012969971,0,1116.65
4,762,2019,"AFG","TJK",454,1,0,0,18799450.743,8300784.857,0.493999987840652,0.890999972820282,0,2987.783
4,795,2019,"AFG","TKM",927,1,0,0,18799450.743,45231428.571,0.493999987840652,7.61199998855591,0,1111.409
4,788,2019,"AFG","TUN",5166,0,0,0,18799450.743,41772900.763,0.493999987840652,3.57200002670288,0,135.91
4,792,2019,"AFG","TUR",3217,0,0,0,18799450.743,761004425.605,0.493999987840652,9.12199974060059,0,28888.763
4,158,2019,"AFG","TWN",5201,0,0,0,18799450.743,610872000,0.493999987840652,25.8889999389648,0,283.31
4,800,2019,"AFG","UGA",5276,0,0,0,18799450.743,35353060.634,0.493999987840652,0.799000024795532,0,0.928
4,804,2019,"AFG","UKR",3248,0,0,0,18799450.743,153882982.016,0.493999987840652,3.46700000762939,0,155.785
4,858,2019,"AFG","URY",14976,0,0,0,18799450.743,61231149.881,0.493999987840652,17.6879997253418,0,15.063
4,840,2019,"AFG","USA",11631,0,0,0,18799450.743,21372572437,0.493999987840652,65.0950012207031,0,35989.44
4,860,2019,"AFG","UZB",759,1,0,0,18799450.743,59907674.027,0.493999987840652,1.78400003910065,0,3196.281
4,704,2019,"AFG","VNM",4462,0,0,0,18799450.743,330391329.476,0.493999987840652,3.42499995231628,0,438.216
4,887,2019,"AFG","YEM",3226,0,0,0,18799450.743,21887614.217,0.493999987840652,0.750999987125397,0,544.151
4,710,2019,"AFG","ZAF",8194,0,0,0,18799450.743,387934574.098,0.493999987840652,6.625,0,395.439
4,894,2019,"AFG","ZMB",6859,0,0,0,18799450.743,23308667.781,0.493999987840652,1.30499994754791,0,2.086
4,716,2019,"AFG","ZWE",7075,0,0,0,18799450.743,19284289.739,0.493999987840652,1.31700003147125,0,0.158
24,8,2019,"AGO","ALB",5670,0,0,0,69309104.807,15401830.754,2.17799997329712,5.39599990844727,0,48.57
24,20,2019,"AGO","AND",5897,0,0,0,69309104.807,3155149.348,2.17799997329712,40.8979988098145,0,0.047
24,784,2019,"AGO","ARE",5913,0,0,0,69309104.807,417215559.513,2.17799997329712,42.701000213623,0,2418502.281
24,32,2019,"AGO","ARG",7940,0,0,0,69309104.807,452818426.183,2.17799997329712,10.076000213623,0,444.534
24,51,2019,"AGO","ARM",6361,0,0,0,69309104.807,13619291.361,2.17799997329712,4.60500001907349,0,318.975
24,28,2019,"AGO","ATG",8816,0,0,0,69309104.807,1687533.333,2.17799997329712,17.3770008087158,0,30.752
24,36,2019,"AGO","AUS",12864,0,0,0,69309104.807,1391952510.37,2.17799997329712,54.875,0,725.168
24,40,2019,"AGO","AUT",6406,0,0,0,69309104.807,445011872.704,2.17799997329712,50.1139984130859,0,115.14
24,31,2019,"AGO","AZE",6651,0,0,0,69309104.807,48174235.294,2.17799997329712,4.80600023269653,0,459.599
24,56,2019,"AGO","BEL",6756,0,0,0,69309104.807,535376258.147,2.17799997329712,46.5989990234375,0,386340.446
24,204,2019,"AGO","BEN",2231,0,0,0,69309104.807,14391686.633,2.17799997329712,1.22000002861023,0,9483.005
24,854,2019,"AGO","BFA",2966,0,0,0,69309104.807,16178162.03,2.17799997329712,0.796000003814697,0,330.143
24,50,2019,"AGO","BGD",9126,0,0,0,69309104.807,351238438.543,2.17799997329712,2.15400004386902,0,1.323
24,100,2019,"AGO","BGR",5891,0,0,0,69309104.807,68915416.142,2.17799997329712,9.87899971008301,0,6784.461
24,48,2019,"AGO","BHR",5626,0,0,0,69309104.807,38653318.085,2.17799997329712,23.5520000457764,0,34.313
24,44,2019,"AGO","BHS",10564,0,0,0,69309104.807,13192800,2.17799997329712,33.8720016479492,0,9.698
24,70,2019,"AGO","BIH",5935,0,0,0,69309104.807,20201323.283,2.17799997329712,6.11999988555908,0,9.02
24,68,2019,"AGO","BOL",8609,0,0,0,69309104.807,40895322.851,2.17799997329712,3.55200004577637,0,49.31
24,76,2019,"AGO","BRA",6398,0,0,1,69309104.807,1873288158.977,2.17799997329712,8.87600040435791,0,272994.031
24,52,2019,"AGO","BRB",8480,0,0,0,69309104.807,5304164.323,2.17799997329712,18.4799995422363,0,0.023
24,96,2019,"AGO","BRN",11340,0,0,0,69309104.807,13469422.959,2.17799997329712,31.0860004425049,0,68757.45
24,72,2019,"AGO","BWA",2085,0,0,0,69309104.807,16695925.027,2.17799997329712,7.24700021743774,1,13936.91
24,140,2019,"AGO","CAF",1624,0,0,0,69309104.807,2221301.401,2.17799997329712,0.467999994754791,0,328.267
24,124,2019,"AGO","CAN",11477,0,0,0,69309104.807,1742015045.482,2.17799997329712,46.3289985656738,0,39064.545
